,idx_report,idx_step,dlco,dlco,dlco,report,report,report,report,report,report,report,report,report,report
3798,198,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",184,1701850669854,1701850669670,signPresentation01,third-party,phase-1,5.220355825078324
3799,199,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",185,1701851944344,1701851944159,signPresentation01,third-party,phase-1,5.225746673713202
3800,200,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701852138118,1701852137947,signPresentation01,third-party,phase-1,5.147494476813453
3801,201,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",170,1701852688901,1701852688731,signPresentation01,third-party,phase-1,5.14166355650266
3802,202,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",191,1701852265224,1701852265033,signPresentation01,third-party,phase-1,5.2574953720277815
3803,203,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",190,1701850594939,1701850594749,signPresentation01,third-party,phase-1,5.25227342804663
3804,204,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701851430750,1701851430576,signPresentation01,third-party,phase-1,5.1647859739235145
3805,205,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",187,1701852171966,1701852171779,signPresentation01,third-party,phase-1,5.236441962829949
3806,206,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",170,1701852384450,1701852384280,signPresentation01,third-party,phase-1,5.14166355650266
3807,207,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",176,1701850413118,1701850412942,signPresentation01,third-party,phase-1,5.176149732573829
3808,208,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",168,1701852360550,1701852360382,signPresentation01,third-party,phase-1,5.1298987149230735
3809,209,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",193,1701850687629,1701850687436,signPresentation01,third-party,phase-1,5.267858159063328
3810,210,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701852566751,1701852566582,signPresentation01,third-party,phase-1,5.135798437050262
3811,211,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701851055719,1701851055547,signPresentation01,third-party,phase-1,5.153291594497779
3812,212,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701852680574,1701852680395,signPresentation01,third-party,phase-1,5.19295685089021
3813,213,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701851299749,1701851299575,signPresentation01,third-party,phase-1,5.1647859739235145
3814,214,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",212,1701850810119,1701850809907,signPresentation01,third-party,phase-1,5.3612921657094255
3815,215,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701850497616,1701850497445,signPresentation01,third-party,phase-1,5.147494476813453
3816,216,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",187,1701851695684,1701851695497,signPresentation01,third-party,phase-1,5.236441962829949
3817,217,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701851470349,1701851470177,signPresentation01,third-party,phase-1,5.153291594497779
3818,218,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701850562391,1701850562212,signPresentation01,third-party,phase-1,5.19295685089021
3819,219,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",183,1701850909064,1701850908881,signPresentation01,third-party,phase-1,5.214935757608986
3820,220,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",168,1701850346653,1701850346485,signPresentation01,third-party,phase-1,5.1298987149230735
3821,221,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701851373527,1701851373355,signPresentation01,third-party,phase-1,5.153291594497779
3822,222,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",191,1701851251680,1701851251489,signPresentation01,third-party,phase-1,5.2574953720277815
3823,223,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",160,1701851832533,1701851832373,signPresentation01,third-party,phase-1,5.081404364984463
3824,224,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",189,1701851185108,1701851184919,signPresentation01,third-party,phase-1,5.247024072160486
3825,225,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701851655436,1701851655265,signPresentation01,third-party,phase-1,5.147494476813453
3826,226,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701852281262,1701852281083,signPresentation01,third-party,phase-1,5.19295685089021
3827,227,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",167,1701851911825,1701851911658,signPresentation01,third-party,phase-1,5.123963979403259
3828,228,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701850522393,1701850522220,signPresentation01,third-party,phase-1,5.159055299214529
3829,229,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701850792740,1701850792567,signPresentation01,third-party,phase-1,5.159055299214529
3830,230,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",224,1701851743519,1701851743295,signPresentation01,third-party,phase-1,5.41610040220442
3831,231,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",183,1701851438494,1701851438311,signPresentation01,third-party,phase-1,5.214935757608986
3832,232,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",190,1701852696707,1701852696517,signPresentation01,third-party,phase-1,5.25227342804663
3833,233,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",170,1701852336644,1701852336474,signPresentation01,third-party,phase-1,5.14166355650266
3834,234,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",188,1701852647434,1701852647246,signPresentation01,third-party,phase-1,5.241747015059643
3835,235,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",161,1701850917088,1701850916927,signPresentation01,third-party,phase-1,5.087596335232384
3836,236,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",159,1701851590801,1701851590642,signPresentation01,third-party,phase-1,5.075173815233827
3837,237,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701852582393,1701852582224,signPresentation01,third-party,phase-1,5.135798437050262
3838,238,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",175,1701851031496,1701851031321,signPresentation01,third-party,phase-1,5.170483995038151
3839,239,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",165,1701850712501,1701850712336,signPresentation01,third-party,phase-1,5.111987788356544
3840,240,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701850861869,1701850861698,signPresentation01,third-party,phase-1,5.147494476813453
3841,241,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",153,1701852368597,1701852368444,signPresentation01,third-party,phase-1,5.0369526024136295
3842,242,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701852003810,1701852003639,signPresentation01,third-party,phase-1,5.147494476813453
3843,243,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",220,1701850892665,1701850892445,signPresentation01,third-party,phase-1,5.3981627015177525
3844,244,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701850966103,1701850965930,signPresentation01,third-party,phase-1,5.159055299214529
3845,245,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701851243555,1701851243384,signPresentation01,third-party,phase-1,5.147494476813453
3846,246,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",182,1701852121421,1701852121239,signPresentation01,third-party,phase-1,5.209486152841421
3847,247,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",182,1701851422642,1701851422460,signPresentation01,third-party,phase-1,5.209486152841421
3848,248,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",160,1701851759706,1701851759546,signPresentation01,third-party,phase-1,5.081404364984463
3849,249,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701851324219,1701851324047,signPresentation01,third-party,phase-1,5.153291594497779
3850,250,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",166,1701852241108,1701852240942,signPresentation01,third-party,phase-1,5.117993812416755
3851,251,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701850397279,1701850397106,signPresentation01,third-party,phase-1,5.159055299214529
3852,252,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",184,1701851558910,1701851558726,signPresentation01,third-party,phase-1,5.220355825078324
3853,253,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701851007463,1701851007292,signPresentation01,third-party,phase-1,5.147494476813453
3854,254,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",185,1701851978909,1701851978724,signPresentation01,third-party,phase-1,5.225746673713202
3855,255,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",194,1701850314532,1701850314338,signPresentation01,third-party,phase-1,5.272999558563747
3856,256,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",178,1701850776863,1701850776685,signPresentation01,third-party,phase-1,5.187385805840755
3857,257,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",159,1701852558774,1701852558615,signPresentation01,third-party,phase-1,5.075173815233827
3858,258,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",184,1701850845873,1701850845689,signPresentation01,third-party,phase-1,5.220355825078324
3859,259,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701851598856,1701851598683,signPresentation01,third-party,phase-1,5.159055299214529
3860,260,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",166,1701852712426,1701852712260,signPresentation01,third-party,phase-1,5.117993812416755
3861,261,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",168,1701852328950,1701852328782,signPresentation01,third-party,phase-1,5.1298987149230735
3862,262,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",181,1701852207117,1701852206936,signPresentation01,third-party,phase-1,5.204006687076795
3863,263,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",184,1701851961368,1701851961184,signPresentation01,third-party,phase-1,5.220355825078324
3864,264,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",180,1701851341751,1701851341571,signPresentation01,third-party,phase-1,5.198497031265826
3865,265,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",435,1701852510746,1701852510311,signPresentation01,third-party,phase-1,6.077642243349034
3866,266,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",168,1701852249324,1701852249156,signPresentation01,third-party,phase-1,5.1298987149230735
3867,267,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",176,1701851936099,1701851935923,signPresentation01,third-party,phase-1,5.176149732573829
3868,268,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",163,1701852344710,1701852344547,signPresentation01,third-party,phase-1,5.099866427824199
3869,269,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",161,1701851534829,1701851534668,signPresentation01,third-party,phase-1,5.087596335232384
3870,270,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",170,1701850661648,1701850661478,signPresentation01,third-party,phase-1,5.14166355650266
3871,271,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",180,1701852607371,1701852607191,signPresentation01,third-party,phase-1,5.198497031265826
3872,272,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",214,1701851969665,1701851969451,signPresentation01,third-party,phase-1,5.3706380281276624
